index	*ID	*order	*copied	*legendary	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Frozen Underworld's Fathom	1114	1103	1	1	100	1		8	1	97	97	uui	dusk shroud		3	5000	cblu	cblu						prop-Torment		7	8	ac		600	700	dr%		15	18	mdr%		15	18	prop-necromagedr		1	1	prop-bloodskilldamage		70	85	prop-dmgtomeleeexplosion		70	85	half-freeze		1	1	nec		3	3	gethit-skill	Frost Bomb	12	30	res-cold		80	95	ease		100	100		0
Frozen Underworld's Fathom	1115	1104	1	1	100	1		4	1	98	98	uui	dusk shroud		3	5000	cblu	cblu						prop-Torment		9	10	ac		600	725	dr%		15	19	mdr%		15	19	prop-necromagedr		1	1	prop-bloodskilldamage		70	90	prop-dmgtomeleeexplosion		70	90	half-freeze		1	1	nec		3	4	gethit-skill	Frost Bomb	12	30	res-cold		80	100	ease		100	100		0
Frozen Underworld's Fathom	1116	1105	1	1	100	1		1	1	97	97	cm4	effigy	1	3	5000	cblu	cblu						prop-Torment		3	4	ac		350	400	dr%		8	8	mdr%		8	8	prop-necromagedr		1	1	prop-bloodskilldamage		30	30	prop-dmgtomeleeexplosion		30	30	half-freeze		1	1	nec		2	2	gethit-skill	Frost Bomb	12	30	res-cold		40	40	ease					0
Hellrack	1117	1106	1	1	100	1		16	1	93	93	cqv	crossbow quiver		5	5000	cred							gethit-skill	Rain Of Bones	14	45	prop-Torment		1	2	swing2		40	52	prop-unholymark		5	6	oskill	Spirit Shot	3	3	nec		5	6	heal-kill		300	350	att		1200	1200	hp		250	310	dmg-demon		491	491	reduce-ac		20	21	noconsume		100	100		0
Hellrack	1118	1107	1	1	100	1		12	1	95	95	cqv	crossbow quiver		5	5000	cred							gethit-skill	Rain Of Bones	14	45	prop-Torment		3	4	swing2		40	53	prop-unholymark		6	7	oskill	Spirit Shot	3	3	nec		5	6	heal-kill		300	350	att		1200	1200	hp		250	320	dmg-demon		491	491	reduce-ac		20	22	noconsume		100	100		0
Hellrack	1119	1108	1	1	100	1		8	1	97	97	cqv	crossbow quiver		5	5000	cred							gethit-skill	Rain Of Bones	14	45	prop-Torment		5	6	swing2		40	54	prop-unholymark		7	8	oskill	Spirit Shot	3	3	nec		5	6	heal-kill		300	350	att		1200	1200	hp		250	330	dmg-demon		491	491	reduce-ac		20	23	noconsume		100	100		0
Hellrack	1120	1109	1	1	100	1		4	1	98	98	cqv	crossbow quiver		5	5000	cred							gethit-skill	Rain Of Bones	14	45	prop-Torment		7	8	swing2		40	55	prop-unholymark		8	9	oskill	Spirit Shot	3	3	nec		5	7	heal-kill		300	350	att		1200	1200	hp		250	340	dmg-demon		491	491	reduce-ac		20	24	noconsume		100	100		0
Hellrack	1121	1110	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	cred							gethit-skill	Rain Of Bones	14	45	prop-Torment		3	4	swing2		30	30	prop-unholymark		3	3	oskill	Spirit Shot	3	3	nec		2	2	heal-kill		300	350	att		1200	1200	hp		150	200	dmg-demon		491	491	reduce-ac		8	8						0
Zakarum's Guard	1122	1111	1	1	100	1		16	1	93	93	7kr	fanged knife		5	5000	dred	dred		invkrsu				prop-Torment		3	4	prop-dmgtochained		90	100	att		600	800	att-skill	Bone Spikes	10	41	dmg%		300	425	aura	Meditation	8	8	pierce-immunity-magic		15	17	pierce-immunity-damage		15	17	oskill	Ravager	3	3	nec		4	4	att		800	900	prop-agentbuff		5	6		0
Zakarum's Guard	1123	1112	1	1	100	1		12	1	95	95	7kr	fanged knife		5	5000	dred	dred		invkrsu				prop-Torment		5	6	prop-dmgtochained		90	110	att		600	900	att-skill	Bone Spikes	10	42	dmg%		300	450	aura	Meditation	8	8	pierce-immunity-magic		15	18	pierce-immunity-damage		15	18	oskill	Ravager	3	3	nec		4	5	att		800	900	prop-agentbuff		7	8		0
Zakarum's Guard	1124	1113	1	1	100	1		8	1	97	97	7kr	fanged knife		5	5000	dred	dred		invkrsu				prop-Torment		7	8	prop-dmgtochained		90	120	att		600	1000	att-skill	Bone Spikes	10	43	dmg%		300	475	aura	Meditation	8	8	pierce-immunity-magic		15	19	pierce-immunity-damage		15	19	oskill	Ravager	3	3	nec		4	5	att		800	900	prop-agentbuff		9	10		0
Zakarum's Guard	1125	1114	1	1	100	1		4	1	98	98	7kr	fanged knife		5	5000	dred	dred		invkrsu				prop-Torment		9	10	prop-dmgtochained		90	130	att		600	1100	att-skill	Bone Spikes	10	44	dmg%		300	500	aura	Meditation	8	8	pierce-immunity-magic		15	20	pierce-immunity-damage		15	20	oskill	Ravager	3	3	nec		4	6	att		800	900	prop-agentbuff		10	10		0
Zakarum's Guard	1126	1115	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	dred	dred						prop-Torment		3	4	prop-dmgtochained		50	50	att		400	500	att-skill	Bone Spikes	5	35	dmg%		200	250	aura	Meditation	8	8	pierce-immunity-magic		15	21	pierce-immunity-damage		15	21	oskill	Ravager	3	3	nec		2	2	att		800	900	prop-agentbuff		3	3		0
Boneshade	1127	1116	1	1	100	1		16	1	93	93	7bw	lich wand		3	5000	dgry	dgry		invbwnu				prop-Torment		3	4	prop-dmgtofragment		90	110	nec		4	5	gethit-skill	Unholy Revenge	18	42	bothdr		180	225	pierce-immunity-magic		15	16	half-freeze		1	1	oskill	Spirit Barrage	3	3	prop-skillsynBSandSC		6	7	res-all		30	51	hp		400	510	mana		600	700		0
Boneshade	1128	1117	1	1	100	1		12	1	95	95	7bw	lich wand		3	5000	dgry	dgry		invbwnu				prop-Torment		5	6	prop-dmgtofragment		90	120	nec		4	5	gethit-skill	Unholy Revenge	18	44	bothdr		180	240	pierce-immunity-magic		15	17	half-freeze		1	1	oskill	Spirit Barrage	3	3	prop-skillsynBSandSC		7	8	res-all		30	52	hp		400	520	mana		600	700		0
Boneshade	1129	1118	1	1	100	1		8	1	97	97	7bw	lich wand		3	5000	dgry	dgry		invbwnu				prop-Torment		7	8	prop-dmgtofragment		90	130	nec		5	6	gethit-skill	Unholy Revenge	18	46	bothdr		180	255	pierce-immunity-magic		15	18	half-freeze		1	1	oskill	Spirit Barrage	3	3	prop-skillsynBSandSC		8	9	res-all		30	53	hp		400	530	mana		600	700		0
Boneshade	1130	1119	1	1	100	1		4	1	98	98	7bw	lich wand		3	5000	dgry	dgry		invbwnu				prop-Torment		9	10	prop-dmgtofragment		90	140	nec		6	6	gethit-skill	Unholy Revenge	18	48	bothdr		180	270	pierce-immunity-magic		15	19	half-freeze		1	1	oskill	Spirit Barrage	3	3	prop-skillsynBSandSC		9	10	res-all		30	54	hp		400	540	mana		600	700		0
Boneshade	1132	1120	1	1	100	1		1	1	97	97	cm4	effigy	1	3	5000	dgry	dgry						prop-Torment		3	4	prop-dmgtofragment		50	50	nec		2	2	gethit-skill	Unholy Revenge	5	35	bothdr		90	120	pierce-immunity-magic		8	8	half-freeze		1	1	oskill	Spirit Barrage	3	3	prop-skillsynBSandSC		3	3	res-all		20	30	hp		400	550	mana		600	700		0
Face Of Asylums	1133	1121	1	1	100	1		16	1	93	93	nee	succubae skull		3	5000	dred	dred						prop-Torment		3	4	prop-bloodgeyserrange		5	5	prop-bloodskilldamage		90	100	nec		4	4	hp		400	500	gethit-skill	Rupture	14	53	oskill	Blood Geysers	3	3	pierce-immunity-damage		12	13	att-skill	Mind Blast	15	20	res-all		50	50	bothdr		125	155						0
Face Of Asylums	1134	1122	1	1	100	1		12	1	95	95	nee	succubae skull		3	5000	dred	dred						prop-Torment		5	6	prop-bloodgeyserrange		5	5	prop-bloodskilldamage		90	110	nec		4	4	hp		400	500	gethit-skill	Rupture	14	53	oskill	Blood Geysers	3	3	pierce-immunity-damage		12	14	att-skill	Mind Blast	15	20	res-all		50	50	bothdr		125	160						0
Face Of Asylums	1135	1123	1	1	100	1		8	1	97	97	nee	succubae skull		3	5000	dred	dred						prop-Torment		7	8	prop-bloodgeyserrange		5	5	prop-bloodskilldamage		90	120	nec		4	4	hp		400	500	gethit-skill	Rupture	14	53	oskill	Blood Geysers	3	3	pierce-immunity-damage		12	15	att-skill	Mind Blast	15	20	res-all		50	50	bothdr		125	165						0
Face Of Asylums	1136	1124	1	1	100	1		4	1	98	98	nee	succubae skull		3	5000	dred	dred						prop-Torment		9	10	prop-bloodgeyserrange		5	5	prop-bloodskilldamage		90	130	nec		4	4	hp		400	500	gethit-skill	Rupture	15	53	oskill	Blood Geysers	3	3	pierce-immunity-damage		12	16	att-skill	Mind Blast	15	20	res-all		50	50	bothdr		125	175						0
Face Of Asylums	1137	1125	1	1	100	1		1	1	97	97	cm4	effigy	1	3	5000	dred	dred						prop-Torment		3	4	prop-bloodgeyserrange		5	5	prop-bloodskilldamage		40	50	nec		4	4	hp		400	500	gethit-skill	Rupture	5	40	oskill	Blood Geysers	3	3	pierce-immunity-damage		7	7	att-skill	Mind Blast	15	20	res-all		20	30	bothdr		50	75						0
Natalya's Legend Spike	1138	1126	1	1	100	1		16	1	93	93	6mx	gorgon crossbow		3	5000	cblu	cblu						prop-ricfrommark		6	7	prop-Torment		3	4	nec		5	5	oskill	Ricochet	3	3	hp		400	550	regen		1400	1500	heal-kill		300	400	swing2		40	50	res-all		30	37	bothdr		150	180	dex		60	60	prop-dmgtochained		60	72		0
Natalya's Legend Spike	1139	1127	1	1	100	1		12	1	95	95	6mx	gorgon crossbow		3	5000	cblu	cblu						prop-ricfrommark		7	8	prop-Torment		5	6	nec		5	5	oskill	Ricochet	3	3	hp		400	575	regen		1400	1600	heal-kill		300	400	swing2		40	50	res-all		30	38	bothdr		150	195	dex		60	60	prop-dmgtochained		60	74		0
Natalya's Legend Spike	1140	1128	1	1	100	1		8	1	97	97	6mx	gorgon crossbow		3	5000	cblu	cblu						prop-ricfrommark		8	9	prop-Torment		7	8	nec		5	5	oskill	Ricochet	3	3	hp		400	600	regen		1400	1650	heal-kill		300	400	swing2		40	50	res-all		30	39	bothdr		150	210	dex		60	60	prop-dmgtochained		60	76		0
Natalya's Legend Spike	1141	1129	1	1	100	1		4	1	98	98	6mx	gorgon crossbow		3	5000	cblu	cblu						prop-ricfrommark		9	10	prop-Torment		9	10	nec		5	5	oskill	Ricochet	3	3	hp		400	625	regen		1400	1700	heal-kill		300	400	swing2		40	50	res-all		30	10	bothdr		150	225	dex		60	60	prop-dmgtochained		60	78		0
Natalya's Legend Spike	1142	1130	1	1	100	1		1	1	97	97	cm4	effigy	1	3	5000	cblu	cblu						prop-ricfrommark		3	3	prop-Torment		3	4	nec		2	2	oskill	Ricochet	3	3	hp		300	400	regen		250	300	heal-kill		300	400	swing2		40	50	res-all		20	30	bothdr		90	105	dex		60	60	prop-dmgtochained		40	50		0
Herculean Might	1143	1131	1	1	100	1		16	1	93	93	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-dmgtoearth		80	100	str		60	72	prop-Torment		3	4	oskill	Arcane Warrior	3	3	bar		4	4	oskill	Enchant	3	4	oskill	Lightning Speed	3	4	pierce-immunity-damage		12	16	att		500	700	hp		250	310	prop-rockstr		1	1	dmg%		300	425		0
Herculean Might	1144	1132	1	1	100	1		12	1	95	95	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-dmgtoearth		80	110	str		60	74	prop-Torment		5	6	oskill	Arcane Warrior	3	3	bar		4	4	oskill	Enchant	3	5	oskill	Lightning Speed	3	5	pierce-immunity-damage		12	17	att		500	800	hp		250	320	prop-rockstr		1	1	dmg%		300	450		0
Herculean Might	1145	1133	1	1	100	1		8	1	97	97	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-dmgtoearth		80	120	str		60	76	prop-Torment		7	8	oskill	Arcane Warrior	3	3	bar		4	5	oskill	Enchant	3	6	oskill	Lightning Speed	3	6	pierce-immunity-damage		12	18	att		500	900	hp		250	330	prop-rockstr		1	1	dmg%		300	475		0
Herculean Might	1146	1134	1	1	100	1		4	1	98	98	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-dmgtoearth		80	130	str		60	78	prop-Torment		9	10	oskill	Arcane Warrior	3	3	bar		5	5	oskill	Enchant	3	7	oskill	Lightning Speed	3	7	pierce-immunity-damage		12	19	att		500	1000	hp		250	340	prop-rockstr		1	1	dmg%		300	500		0
Herculean Might	1147	1135	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	lred	lred						prop-dmgtoearth		40	50	str		40	45	prop-Torment		3	4	oskill	Arcane Warrior	3	3	bar		2	2	oskill	Enchant	2	2	oskill	Lightning Speed	2	2	pierce-immunity-damage		8	8	att		300	400	hp		250	350	prop-rockstr		1	1	dmg%		200	250		0
Master Swordsmans Grip	1148	1136	1	1	100	1		16	1	93	93	utg	crusader gauntlets		5	5000	bwht	bwht		invtk3				prop-zansyn		6	7	hp		400	510	oskill	Zantetsuken	3	3	oskill	Bloodborne	3	3	str		60	92	dmg-demon		500	500	swing2		20	35	att-skill	Zantetsuken	22	49	regen		1200	1350	ac		750	800	oskill	Swordsplosion	3	3	prop-Torment		3	4		0
Master Swordsmans Grip	1149	1137	1	1	100	1		12	1	95	95	utg	crusader gauntlets		5	5000	bwht	bwht		invtk3				prop-zansyn		7	8	hp		400	520	oskill	Zantetsuken	3	3	oskill	Bloodborne	3	3	str		60	94	dmg-demon		500	500	swing2		20	40	att-skill	Zantetsuken	22	50	regen		1200	1400	ac		750	850	oskill	Swordsplosion	3	3	prop-Torment		5	6		0
Master Swordsmans Grip	1150	1138	1	1	100	1		8	1	97	97	utg	crusader gauntlets		5	5000	bwht	bwht		invtk3				prop-zansyn		8	9	hp		400	530	oskill	Zantetsuken	3	3	oskill	Bloodborne	3	3	str		60	96	dmg-demon		500	500	swing2		20	45	att-skill	Zantetsuken	22	51	regen		1200	1450	ac		750	900	oskill	Swordsplosion	3	3	prop-Torment		7	8		0
Master Swordsmans Grip	1151	1139	1	1	100	1		4	1	98	98	utg	crusader gauntlets		5	5000	bwht	bwht		invtk3				prop-zansyn		9	10	hp		400	540	oskill	Zantetsuken	3	3	oskill	Bloodborne	3	3	str		60	98	dmg-demon		500	500	swing2		20	50	att-skill	Zantetsuken	22	52	regen		1200	1500	ac		750	950	oskill	Swordsplosion	3	3	prop-torment		9	10		0
Master Swordsmans Grip	1152	1140	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	bwht	bwht						prop-zansyn		4	4	hp		250	300	oskill	Zantetsuken	3	3	oskill	Bloodborne	3	3	str		35	40	dmg-demon		300	320	swing2		10	15	att-skill	Zantetsuken	8	32	regen		1200	1550	ac		300	350	oskill	Swordsplosion	3	3	prop-Torment		3	4		0
Frostbender's March	1153	1141	1	1	100	1		16	1	93	93	utb	mirrored boots		5	5000	bwht	bwht						gethit-skill	Twin Peaks	18	45	extra-cold		30	37	res-cold		70	82	hp		250	310	red-mag		300	320	move2		30	36	bar		3	3	prop-Torment		3	4	half-freeze				oskill	Frostborne	3	3	prop-coldrrtoFB		1	1	oskill	Skadi's Spear	3	3		0
Frostbender's March	1154	1142	1	1	100	1		12	1	95	95	utb	mirrored boots		5	5000	bwht	bwht						gethit-skill	Twin Peaks	18	45	extra-cold		30	39	res-cold		70	84	hp		250	320	red-mag		300	330	move2		30	37	bar		3	3	prop-Torment		5	6	half-freeze				oskill	Frostborne	3	3	prop-coldrrtoFB		1	1	oskill	Skadi's Spear	3	3		0
Frostbender's March	1155	1143	1	1	100	1		8	1	97	97	utb	mirrored boots		5	5000	bwht	bwht						gethit-skill	Twin Peaks	18	45	extra-cold		30	41	res-cold		70	86	hp		250	330	red-mag		300	340	move2		30	38	bar		3	3	prop-Torment		7	8	half-freeze				oskill	Frostborne	3	3	prop-coldrrtoFB		1	1	oskill	Skadi's Spear	3	3		0
Frostbender's March	1156	1144	1	1	100	1		4	1	98	98	utb	mirrored boots		5	5000	bwht	bwht						gethit-skill	Twin Peaks	18	45	extra-cold		30	43	res-cold		70	88	hp		250	340	red-mag		300	350	move2		30	39	bar		3	4	prop-Torment		9	10	half-freeze				oskill	Frostborne	3	3	prop-coldrrtoFB		1	1	oskill	Skadi's Spear	3	3		0
Frostbender's March	1157	1145	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	bwht	bwht						gethit-skill	Twin Peaks	18	45	extra-cold		15	20	res-cold		40	50	hp		100	200	red-mag		100	200	move2		10	15	bar		3	3	prop-Torment		3	4	half-freeze				oskill	Frostborne	3	3	prop-coldrrtoFB		1	1	oskill	Skadi's Spear	3	3		0
Fissure's Ferocity	1158	1146	1	1	100	1		16	1	93	93	7cl	truncheon		3	5000								prop-hfsyn		6	7	prop-dmgtomultishot		80	100	cast2		50	61	heal-kill		100	325	mana		300	420	bar		4	4	str		50	61	gethit-skill	Energy Spiral	13	52	pierce-immunity-damage		12	14	res-fire		60	72	mag%		40	45	prop-Torment		3	4		0
Fissure's Ferocity	1159	1147	1	1	100	1		12	1	95	95	7cl	truncheon		3	5000								prop-hfsyn		7	8	prop-dmgtomultishot		80	110	cast2		50	62	heal-kill		100	350	mana		300	440	bar		4	5	str		50	62	gethit-skill	Energy Spiral	13	52	pierce-immunity-damage		12	15	res-fire		60	74	mag%		40	45	prop-Torment		5	6		0
Fissure's Ferocity	1160	1148	1	1	100	1		8	1	97	97	7cl	truncheon		3	5000								prop-hfsyn		8	9	prop-dmgtomultishot		80	120	cast2		50	63	heal-kill		100	375	mana		300	480	bar		4	5	str		50	63	gethit-skill	Energy Spiral	14	52	pierce-immunity-damage		12	16	res-fire		60	76	mag%		40	45	prop-Torment		7	8		0
Fissure's Ferocity	1161	1149	1	1	100	1		4	1	98	98	7cl	truncheon		3	5000								prop-hfsyn		9	10	prop-dmgtomultishot		80	130	cast2		50	64	heal-kill		100	400	mana		300	500	bar		5	6	str		50	64	gethit-skill	Energy Spiral	14	52	pierce-immunity-damage		12	17	res-fire		60	78	mag%		40	45	prop-Torment		9	10		0
Fissure's Ferocity	1162	1150	1	1	100	1		1	1	97	97	cm4	effigy	1	3	5000								prop-hfsyn		4	4	prop-dmgtomultishot		80	90	cast2		30	35	heal-kill		100	125	mana		250	250	bar		2	2	str		50	60	gethit-skill	Energy Spiral	7	40	pierce-immunity-damage		8	8	res-fire		40	50	mag%		40	45	prop-Torment		3	4		0
Internal Scourge	1163	1151	1	1	100	1		16	1	93	93	uow	aegis		3	5000								prop-Torment		3	4	bar		3	3	res-fire-max		3	3	heal-kill		100	320	mana		300	420	hp		250	325	pierce-fire		25	26	gethit-skill	Volcanic Shout	12	45	prop-awpierce		1	1	cast2		40	52	mag%		40	45	ac		500	625		0
Internal Scourge	1164	1152	1	1	100	1		12	1	95	95	uow	aegis		3	5000								prop-torment		5	6	bar		3	4	res-fire-max		3	3	heal-kill		100	340	mana		300	440	hp		250	350	pierce-fire		25	27	gethit-skill	Volcanic Shout	12	46	prop-awpierce		1	1	cast2		40	54	mag%		40	45	ac		500	600		0
Internal Scourge	1165	1153	1	1	100	1		8	1	97	97	uow	aegis		3	5000								prop-torment		7	8	bar		3	4	res-fire-max		3	3	heal-kill		100	360	mana		300	460	hp		250	375	pierce-fire		25	28	gethit-skill	Volcanic Shout	12	46	prop-awpierce		1	1	cast2		40	56	mag%		40	45	ac		500	650		0
Internal Scourge	1166	1154	1	1	100	1		4	1	98	98	uow	aegis		3	5000								prop-torment		9	10	bar		4	4	res-fire-max		3	4	heal-kill		100	380	mana		300	480	hp		250	400	pierce-fire		25	29	gethit-skill	Volcanic Shout	13	46	prop-awpierce		1	1	cast2		40	58	mag%		40	45	ac		500	700		0
Internal Scourge	1167	1155	1	1	100	1		1	1	97	97	cm4	effigy	1	3	5000								prop-torment		3	4	bar		2	2	res-fire-max		1	1	heal-kill		100	200	mana		200	300	hp		150	175	pierce-fire		10	10	gethit-skill	Volcanic Shout	7	35	prop-awpierce		1	1	cast2		25	30	mag%		40	45	ac		200	250		0
Searing Baalblade	1168	1156	1	1	100	1		16	1	93	93	7b7	elegant blade		5	5000	cred	cred		invsbru				prop-torment		3	4	bar		4	4	dmg%		300	425	hp		350	420	prop-Bsfromsword		5	6	gethit-skill	Flaming Sword Nova	10	50	oskill	Baal Sword	3	3	oskill	Swordsplosion	3	3	mana		500	700	res-mag		15	21	prop-dmgbombardment		70	90	bothdr		138	165		0
Searing Baalblade	1169	1157	1	1	100	1		12	1	95	95	7b7	elegant blade		5	5000	cred	cred		invsbru				prop-torment		5	6	bar		4	4	dmg%		300	450	hp		350	440	prop-Bsfromsword		6	7	gethit-skill	Flaming Sword Nova	10	50	oskill	Baal Sword	3	3	oskill	Swordsplosion	3	3	mana		500	700	res-mag		15	22	prop-dmgbombardment		70	100	bothdr		138	168		0
Searing Baalblade	1170	1158	1	1	100	1		8	1	97	97	7b7	elegant blade		5	5000	cred	cred		invsbru				prop-torment		7	8	bar		4	4	dmg%		300	475	hp		350	460	prop-Bsfromsword		7	8	gethit-skill	Flaming Sword Nova	10	50	oskill	Baal Sword	3	3	oskill	Swordsplosion	3	3	mana		500	700	res-mag		15	23	prop-dmgbombardment		70	110	bothdr		138	170		0
Searing Baalblade	1171	1159	1	1	100	1		4	1	98	98	7b7	elegant blade		5	5000	cred	cred		invsbru				prop-torment		9	10	bar		4	5	dmg%		300	500	hp		350	470	prop-Bsfromsword		8	9	gethit-skill	Flaming Sword Nova	10	50	oskill	Baal Sword	3	3	oskill	Swordsplosion	3	3	mana		500	700	res-mag		15	24	prop-dmgbombardment		70	120	bothdr		138	173		0
Searing Baalblade	1172	1160	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	cred	cred						prop-torment		3	4	bar		2	2	dmg%		200	250	hp		150	200	prop-Bsfromsword		2	2	gethit-skill	Flaming Sword Nova	3	35	oskill	Baal Sword	3	3	oskill	Swordsplosion	3	3	mana		500	700	res-mag		5	7	prop-dmgbombardment		50	60	bothdr		50	75		0
Thundergod's Revenge	1173	1161	1	1	100	1		20	1	91	91	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-torment		1	2	bar		4	4	att-skill	Thunderous Mace	18	45	hp		300	350	prop-tmsyn		5	5	dmg-ltng		2000	2500	oskill	Thunderous Mace	3	3	lifesteal		20	21	att		800	1000	pierce-immunity-light		12	16	prop-dmgtofragment		110	120	pierce-ltng		15	20		0
Thundergod's Revenge	1174	1162	1	1	100	1		16	1	93	93	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-torment		3	4	bar		4	4	att-skill	Thunderous Mace	18	45	hp		300	375	prop-tmsyn		6	7	dmg-ltng		2000	2500	oskill	Thunderous Mace	3	3	lifesteal		20	22	att		800	1100	pierce-immunity-light		12	17	prop-dmgtofragment		110	125	pierce-ltng		15	20		0
Thundergod's Revenge	1175	1163	1	1	100	1		12	1	95	95	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-torment		5	6	bar		4	4	att-skill	Thunderous Mace	18	45	hp		300	400	prop-tmsyn		7	8	dmg-ltng		2000	2500	oskill	Thunderous Mace	3	3	lifesteal		20	23	att		800	1200	pierce-immunity-light		12	18	prop-dmgtofragment		110	130	pierce-ltng		15	20		0
Thundergod's Revenge	1176	1164	1	1	100	1		8	1	97	97	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-torment		7	8	bar		4	4	att-skill	Thunderous Mace	18	45	hp		300	425	prop-tmsyn		8	9	dmg-ltng		2000	2500	oskill	Thunderous Mace	3	3	lifesteal		20	24	att		800	1300	pierce-immunity-light		12	19	prop-dmgtofragment		110	135	pierce-ltng		15	20		0
Thundergod's Revenge	1177	1165	1	1	100	1		4	1	98	98	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-torment		9	10	bar		5	5	att-skill	Thunderous Mace	18	45	hp		300	450	prop-tmsyn		9	10	dmg-ltng		2000	2500	oskill	Thunderous Mace	3	3	lifesteal		20	25	att		800	1350	pierce-immunity-light		12	20	prop-dmgtofragment		110	140	pierce-ltng		15	20		0
Thundergod's Revenge	1178	1166	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	lred	lred		invmstu				prop-torment		3	4	bar		2	2	att-skill	Thunderous Mace	9	28	hp		200	250	prop-tmsyn		3	3	dmg-ltng		2000	2500	oskill	Thunderous Mace	3	3	lifesteal		20	20	att		200	300	pierce-immunity-light		8	8	prop-dmgtofragment		40	50	pierce-ltng		15	20		0
Pyrebane	1179	1167	1	1	100	1		16	1	93	93	7b8	winged axe		5	5000	cred	cred						prop-torment		3	4	bar		4	4	oskill	Volcanic Shout	3	3	oskill	Explosive Potion	3	3	extra-fire		50	58	prop-dmgtohoming		70	72	prop-dmgtotrap		70	72	gethit-skill	Volcanic Shout	13	45	cast2		50	56	dr%		12	13	pierce-immunity-fire		25	26	prop-skillsynVSandEP		6	7		0
Pyrebane	1180	1168	1	1	100	1		12	1	95	95	7b8	winged axe		5	5000	cred	cred						prop-torment		5	6	bar		4	4	oskill	Volcanic Shout	3	3	oskill	Explosive Potion	3	3	extra-fire		50	60	prop-dmgtohoming		70	74	prop-dmgtotrap		70	74	gethit-skill	Volcanic Shout	14	45	cast2		50	57	dr%		12	14	pierce-immunity-fire		25	27	prop-skillsynVSandEP		7	8		0
Pyrebane	1181	1169	1	1	100	1		8	1	97	97	7b8	winged axe		5	5000	cred	cred						prop-torment		7	8	bar		4	4	oskill	Volcanic Shout	3	3	oskill	Explosive Potion	3	3	extra-fire		50	62	prop-dmgtohoming		70	76	prop-dmgtotrap		70	76	gethit-skill	Volcanic Shout	15	45	cast2		50	58	dr%		12	15	pierce-immunity-fire		25	28	prop-skillsynVSandEP		8	9		0
Pyrebane	1182	1170	1	1	100	1		4	1	98	98	7b8	winged axe		5	5000	cred	cred						prop-torment		9	10	bar		5	5	oskill	Volcanic Shout	3	3	oskill	Explosive Potion	3	3	extra-fire		50	64	prop-dmgtohoming		70	78	prop-dmgtotrap		70	78	gethit-skill	Volcanic Shout	16	45	cast2		50	59	dr%		12	16	pierce-immunity-fire		25	29	prop-skillsynVSandEP		9	10		0
Pyrebane	1183	1171	1	1	100	1		1	1	97	97	cm4	effigy	1	5	5000	cred	cred						prop-torment		3	4	bar		2	2	oskill	Volcanic Shout	3	3	oskill	Explosive Potion	3	3	extra-fire		30	32	prop-dmgtohoming		30	40	prop-dmgtotrap		30	40	gethit-skill	Volcanic Shout	7	35	cast2		25	30	dr%		7	7	pierce-immunity-fire		8	8	prop-skillsynVSandEP		3	3		0
Hellslayer	1184	1172	1	1	100	1		16	1	93	93	7bt	Decapitator		5	5000	dred	dred		invbtxu				prop-moeexp		7	8	prop-dmgtomeleeexplosion		60	65	att-skill	Molten Smash	15	50	bothdr		175	210	oskill	Arcane Warrior	3	3	bar		6	6	dmg-fire		2400	2500	str		80	81	oskill	Intimidation	3	3	swing2		50	61	reduce-ac		30	37	prop-Torment		3	4		0
Hellslayer	1185	1173	1	1	100	1		12	1	95	95	7bt	Decapitator		5	5000	dred	dred		invbtxu				prop-moeexp		7	9	prop-dmgtomeleeexplosion		60	70	att-skill	Molten Smash	15	50	bothdr		175	220	oskill	Arcane Warrior	3	3	bar		6	6	dmg-fire		2400	2600	str		80	82	oskill	Intimidation	3	3	swing2		50	62	reduce-ac		30	39	prop-Torment		5	6		0
