description	enabled	*order	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
orb of augmentation- extra-pois	1	1038			100	16	496	8		3	"bowq,rar"	142	bso					useitem	100	1		prop-upgrade			3	3	extra-pois			6	15	ease			5	5																																																																					0
orb of augmentation- all-stats	1	1039			100	16	496	8		3	"bowq,rar"	143	bso					useitem	100	1		prop-upgrade			3	3	all-stats			11	22	ease			5	5																																																																					0
orb of augmentation- heal-kill	1	1040			100	16	496	8		3	"bowq,rar"	144	bso					useitem	100	1		prop-upgrade			3	3	heal-kill			50	101	ease			5	5																																																																					0
orb of augmentation- levelreq	1	1041			100	16	496	8		3	"bowq,rar"	145	bso					useitem	100	1		prop-upgrade			3	3	levelreq			70	140	ease			300	300																																																																					0
orb of augmentation- thorns	1	1042			100	16	496	8		3	"bowq,rar"	146	bso					useitem	100	1		prop-upgrade			3	3	thorns			560	1120	ease			5	5																																																																					0
orb of augmentation- hpregen%	1	1043			100	16	496	8		3	"bowq,rar"	147	bso					useitem	100	1		prop-upgrade			3	3	prop-hpregen%			10	10	ease			5	5																																																																					0
orb of augmentation- attack speed	1	1044			100	16	496	8		3	"xboq,rar"	ooa	bso					useitem	100	1		prop-upgrade			3	3	swing2			14	28	ease			5	5																																																																					0
orb of augmentation- cast speed	1	1045			100	16	496	8		3	"xboq,rar"	100	bso					useitem	100	1		prop-upgrade			3	3	cast2			14	28	ease			5	5																																																																					0
orb of augmentation- move speed	1	1046			100	16	496	8		3	"xboq,rar"	101	bso					useitem	100	1		prop-upgrade			3	3	move2			14	28	ease			5	5																																																																					0
orb of augmentation- ac	1	1047			100	16	496	8		3	"xboq,rar"	102	bso					useitem	100	1		prop-upgrade			3	3	ac			280	560	ease			5	5																																																																					0
orb of augmentation- bothdr	1	1048			100	16	496	8		3	"xboq,rar"	103	bso					useitem	100	1		prop-upgrade			3	3	bothdr			55	60	ease			5	5																																																																					0
orb of augmentation- str	1	1049			100	16	496	8		3	"xboq,rar"	104	bso					useitem	100	1		prop-upgrade			3	3	str			17	34	ease			5	5																																																																					0
orb of augmentation- dex	1	1050			100	16	496	8		3	"xboq,rar"	105	bso					useitem	100	1		prop-upgrade			3	3	dex			17	34	ease			5	5																																																																					0
orb of augmentation- vit	1	1051			100	16	496	8		3	"xboq,rar"	106	bso					useitem	100	1		prop-upgrade			3	3	vit			17	34	ease			5	5																																																																					0
orb of augmentation- enr	1	1052			100	16	496	8		3	"xboq,rar"	107	bso					useitem	100	1		prop-upgrade			3	3	enr			17	34	ease			5	5																																																																					0
orb of augmentation- mana	1	1053			100	16	496	8		3	"xboq,rar"	108	bso					useitem	100	1		prop-upgrade			3	3	mana			112	224	ease			5	5																																																																					0
orb of augmentation- hp	1	1054			100	16	496	8		3	"xboq,rar"	109	bso					useitem	100	1		prop-upgrade			3	3	hp			84	168	ease			5	5																																																																					0
orb of augmentation- att	1	1055			100	16	496	8		3	"xboq,rar"	110	bso					useitem	100	1		prop-upgrade			3	3	att			420	840	ease			5	5																																																																					0
orb of augmentation- res-fire	1	1056			100	16	496	8		3	"xboq,rar"	111	bso					useitem	100	1		prop-upgrade			3	3	res-fire			25	50	ease			5	5																																																																					0
orb of augmentation- res-cold	1	1057			100	16	496	8		3	"xboq,rar"	112	bso					useitem	100	1		prop-upgrade			3	3	res-cold			25	50	ease			5	5																																																																					0
orb of augmentation- res-ltng	1	1058			100	16	496	8		3	"xboq,rar"	113	bso					useitem	100	1		prop-upgrade			3	3	res-ltng			25	50	ease			5	5																																																																					0
orb of augmentation- res-pois	1	1059			100	16	496	8		3	"xboq,rar"	114	bso					useitem	100	1		prop-upgrade			3	3	res-pois			25	50	ease			5	5																																																																					0
orb of augmentation- dmg%	1	1060			100	16	496	8		3	"xboq,rar"	115	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- res-all	1	1061			100	16	496	8		3	"xboq,rar"	116	bso					useitem	100	1		prop-upgrade			3	3	res-all			15	28	ease			5	5																																																																					0
orb of augmentation- regen	1	1062			100	16	496	8		3	"xboq,rar"	117	bso					useitem	100	1		prop-upgrade			3	3	regen			420	840	ease			5	5																																																																					0
orb of augmentation- mag%	1	1063			100	16	496	8		3	"xboq,rar"	118	bso					useitem	100	1		prop-upgrade			3	3	mag%			35	53	ease			5	5																																																																					0
orb of augmentation- dmg%	1	1064			100	16	496	8		3	"xboq,rar"	119	bso					useitem	100	1		prop-upgrade			3	3	dmg%			210	420	ease			5	5																																																																					0
orb of augmentation- manasteal	1	1065			100	16	496	8		3	"xboq,rar"	120	bso					useitem	100	1		prop-upgrade			3	3	manasteal			7	14	ease			5	5																																																																					0
orb of augmentation- lifesteal	1	1066			100	16	496	8		3	"xboq,rar"	121	bso					useitem	100	1		prop-upgrade			3	3	lifesteal			4	7	ease			5	5																																																																					0
orb of augmentation- light	1	1067			100	16	496	8		3	"xboq,rar"	122	bso					useitem	100	1		prop-upgrade			3	3	light			21	42	ease			5	5																																																																					0
orb of augmentation- balance1	1	1068			100	16	496	8		3	"xboq,rar"	123	bso					useitem	100	1		prop-upgrade			3	3	balance1			17	34	ease			5	5																																																																					0
orb of augmentation- reduce-ac	1	1069			100	16	496	8		3	"xboq,rar"	124	bso					useitem	100	1		prop-upgrade			3	3	reduce-ac			14	28	ease			5	5																																																																					0
orb of augmentation- half-freeze	1	1070			100	16	496	8		3	"xboq,rar"	125	bso					useitem	100	1		prop-upgrade			3	3	half-freeze			1	1	ease			5	5																																																																					0
orb of augmentation- dmg-demon	1	1071			100	16	496	8		3	"xboq,rar"	126	bso					useitem	100	1		prop-upgrade			3	3	dmg-demon			140	280	ease			5	5																																																																					0
orb of augmentation- dmg-undead	1	1072			100	16	496	8		3	"xboq,rar"	127	bso					useitem	100	1		prop-upgrade			3	3	dmg-undead			140	280	ease			5	5																																																																					0
orb of augmentation- mana-kill	1	1073			100	16	496	8		3	"xboq,rar"	128	bso					useitem	100	1		prop-upgrade			3	3	mana-kill			31	56	ease			5	5																																																																					0
orb of augmentation- dmg-fire	1	1074			100	16	496	8		3	"xboq,rar"	129	bso					useitem	100	1		prop-upgrade			3	3	dmg-fire			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-ltng	1	1075			100	16	496	8		3	"xboq,rar"	130	bso					useitem	100	1		prop-upgrade			3	3	dmg-ltng			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-mag	1	1076			100	16	496	8		3	"xboq,rar"	131	bso					useitem	100	1		prop-upgrade			3	3	dmg-mag			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-cold	1	1077			100	16	496	8		3	"xboq,rar"	132	bso					useitem	100	1		prop-upgrade			3	3	dmg-cold			350	700	ease			5	5																																																																					0
orb of augmentation- dmg-pois	1	1078			100	16	496	8		3	"xboq,rar"	133	bso					useitem	100	1		prop-upgrade			3	3	dmg-pois		25	3500	3500	ease			5	5																																																																					0
orb of augmentation- dmg-norm	1	1079			100	16	496	8		3	"xboq,rar"	134	bso					useitem	100	1		prop-upgrade			3	3	dmg-norm			30	65	ease			5	5																																																																					0
orb of augmentation- pierce-fire	1	1080			100	16	496	8		3	"xboq,rar"	135	bso					useitem	100	1		prop-upgrade			3	3	pierce-fire			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-ltng	1	1081			100	16	496	8		3	"xboq,rar"	136	bso					useitem	100	1		prop-upgrade			3	3	pierce-ltng			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-cold	1	1082			100	16	496	8		3	"xboq,rar"	137	bso					useitem	100	1		prop-upgrade			3	3	pierce-cold			6	11	ease			5	5																																																																					0
orb of augmentation- pierce-pois	1	1083			100	16	496	8		3	"xboq,rar"	138	bso					useitem	100	1		prop-upgrade			3	3	pierce-pois			6	11	ease			5	5																																																																					0
orb of augmentation- extra-fire	1	1084			100	16	496	8		3	"xboq,rar"	139	bso					useitem	100	1		prop-upgrade			3	3	extra-fire			4	9	ease			5	5																																																																					0
orb of augmentation- extra-ltng	1	1085			100	16	496	8		3	"xboq,rar"	140	bso					useitem	100	1		prop-upgrade			3	3	extra-ltng			6	15	ease			5	5																																																																					0
orb of augmentation- extra-cold	1	1086			100	16	496	8		3	"xboq,rar"	141	bso					useitem	100	1		prop-upgrade			3	3	extra-cold			6	15	ease			5	5																																																																					0
orb of augmentation- extra-pois	1	1087			100	16	496	8		3	"xboq,rar"	142	bso					useitem	100	1		prop-upgrade			3	3	extra-pois			6	15	ease			5	5																																																																					0
orb of augmentation- all-stats	1	1088			100	16	496	8		3	"xboq,rar"	143	bso					useitem	100	1		prop-upgrade			3	3	all-stats			11	22	ease			5	5																																																																					0
orb of augmentation- heal-kill	1	1089			100	16	496	8		3	"xboq,rar"	144	bso					useitem	100	1		prop-upgrade			3	3	heal-kill			50	101	ease			5	5																																																																					0
orb of augmentation- levelreq	1	1090			100	16	496	8		3	"xboq,rar"	145	bso					useitem	100	1		prop-upgrade			3	3	levelreq			70	140	ease			300	300																																																																					0
orb of augmentation- thorns	1	1091			100	16	496	8		3	"xboq,rar"	146	bso					useitem	100	1		prop-upgrade			3	3	thorns			560	1120	ease			5	5																																																																					0
orb of augmentation- hpregen%	1	1092			100	16	496	8		3	"xboq,rar"	147	bso					useitem	100	1		prop-upgrade			3	3	prop-hpregen%			10	10	ease			5	5																																																																					0
rune downgrade	1	1093			100					2	cmo	r33						r32		1																																																																																					0
rune downgrade	1	1094			100					2	cmo	r32						r31		1																																																																																					0
